Question,A,B,C,D,Explanation,Answer
A diabetic female on INH and rifampicin for TB suffers from deep vein thrombosis. She is staed on warfarin but her prothrombin time is not raised. What is the next best step in management of the condition?,Use LMW heparin,Long term heparin therapy,Switch ethambutol for rifampin,Replace warfarin with acesoumarin,"The patient in the question is receiving rifampicin it enhance the metabolism of warfarin, as rifampicin is a microsomal enzyme inducer. Increased metabolism of warfarin results in insufficient prolongation of prothrombin time. Most effective next step in management is to increase the dose of warfarin. Since such an option is not mentioned, next suitable approach would be to use low molecular weight heparin as an anticoagulant. Ref: Essentials of Medical Pharmacology By KD Tripathi, 5th Edition, Pages 563, 700",A
Telenzepine acts on which receptors?,M2,M1,M3,Nm,Pirenzepine and telenzepine are selective m1 blockers used in peptic ulcer by inhibiting acid secretion are synthetic atropine substitutes Ref: KDT 6th ed pg 113,B
Which of the following is true about hyperophic scar?,It does not improve with time,Flexor surfaces are usually affected,Usually develops months after surgery,The lesion overgrows its boundaries,Hyperophic Scar Keloid Scar within the margin Improves with time Flexor surface usually affected Usually develops weeks after surgery Scar outside the margin Never improves with time Skin our sternum are effected/pinna Characterized by excess type III Collagen,B
Thromboembolism is due to which component of OCP,Progesterone,Estrogen,Iron,FSH,"Ans. is 'b' i.e., Estrogen o Estrogen is responsible for venous thromboembolism, i.e. leg vein and pulmonary thrombosis. o Both estrogen and progesterone are responsible for aerial phenomena, i.e. coronary, and cerebral thrombosis ---> MI and stroke",B
The cytogenetics of chromophilic renal cell carcinoma is characterized by,Mutant VHL gene,Loss of 3p,Trisomy 7/17,Loss of 5q3,"Chromophilic renal cell carcinoma is a distinct type of human renal cancer, only recently recognized and defined by its characteristic histomorphological aspect and cytogenetic aberrations. Immunohistochemistry revealed coexpression of vimentin and cytokeratins in all cell lines the cytokeratin polypeptide patterns, however, varying between the different cell lines. Chromphi-1 tumour cells produced slowly growing tumors in nude mice using the subrenal capsule assay. In all cell lines, the cytogenetic analysis revealed numerical chromosomal aberrations known to be characteristic for chromophilic RCCs, i.e. loss of the Y chromosome, tri- or tetrasomy of chromosomes 7 and 17 as well as various combinations of additional structural and numerical chromosomal aberrations. Ref: Wikipedia",C
"An 8-year-old boy complains of left leg pain for 3 days. On physical examination, his temperature is 38.9degC, and he exhibits irritability when his left leg is moved. A radiograph of the left leg shows changes suggesting acute osteomyelitis in the proximal portion of the left femur. Culture of the infected bone is most likely to grow which of the following organisms?",Hemophilus influenzae,Neisseria gonorrhoeae,Salmonella enterica,Staphylococcus aureus,"Staphylococcus aureus is the most common cause of osteomyelitis in children and adults. Infections with H. influenzae may occur in children less than 2 years of age, but vaccination has reduced the incidence of such cases. Both organisms can cause congenital infections. Gonorrhea as a cause of acute osteomyelitis should be considered in sexually active adults and may be passed to the fetus in the birth canal, but typically involve the eyes. Salmonella osteomyelitis is most characteristic of individuals with sickle cell anemia. Pneumococcal osteomyelitis is uncommon.",D
Drug of choice for MRSA infection -,Ciprofloxacin,Oxacillin,Vancomycin,Clindamycin,"Ans. is 'c' i.e., Vancomycin Methiciiiin resistance staphylococcus aureus (MRSA)o MRS A is a bacterium responsible for several difficult-to-treat infections in humans.o It may also be referred to as multi-drug resistant staphylococcus aureus or oxacillin resistant staphylococcus aureus (ORSA).o MRSA is by definition any strain of staphylococcus aureus that is resistant to a b-lactams including penicillin, methiciiiin, cloxacillin, nafcillin, oxacillin and cephalosporins.o Resistance develops due to alteration in transpeptidase (penicillin binding protein) on which all b-Iactam antibiotic act: so, MRSA is resistant to all b-lactam antibiotics,o MRSA (especially community acquired MRSA: CA-MRSA) display enhanced virulence, spreading more rapidly and causing disease much more severe than traditional staphylococcus aureus.o Vancomycin is the DOC for MRSA.Drugs for MRSA -Vancomycin (DOC),TMP-SMXMittocyclinCiprofloxacinLinezolidLevofloxacinQuinopristin/dalfopristinDaptomycinOritavaccinTigecyclinTeicoplaninCotrimoxazole",C
Most serious adverse effect of penicillin is:(1994),Skin rashes,Jarish Hexheimer reaction,Anaphylaxis,Convulsion,"cRef: KDT, 5th ed, p. 656, 657 & 4th ed, p. 704, 705",C
Which of the following anticancer drugs acts by hypomethylation?,Gemcitabine,5-FU,Decitabine,Homoharringotonine,"Decitabine is used to treat myelodysplastic syndromes (diseases of the blood and bone marrow; MDS) and ceain types of anemia. This medicine is an antineoplastic (cancer medicine) . Mechanism of Action: Inhibits DNA methyltransferase, causing hypomethylation of DNA & cellular differentiation or apoptosis Pharmacokinetics Protein Bound: <1% Vd: 63-89 L/m2 Half-life: 30-35 min REFERENCE : www.mayoclinic.org , www.medscape.com",C
Microspherocytosis in peripheral blood smear are seen in -,Sickle cell anemia,Autoimmune acquired haemolytic anaemia,Thalassemia,All of the above,"Answer is option 2 Hereditary spherocytosis (HS) is a familial hemolytic disorder associated with a variety of mutations that lead to defects in red blood cell (RBC) membrane proteins. The morphologic hallmark of HS is the microspherocyte, which is caused by loss of RBC membrane surface area and has abnormal osmotic fragility in vitro. Investigation of HS has afforded impoant insights into the structure and function of cell membranes and the role of the spleen in maintaining RBC integrity. Ref Robbins 9/e pg 409",B
The feature that differentiates a follicular carcinoma from a follicular adenoma of thyroid is -,Nuclear pleomorphism,Huhle cell change,Capsular invasion,Absence of colloid,"Ans. is 'c' i.e., Capsular invasion Differentiating feature of follicular adenoma from follicular carcinoma. o The hallmark of all follicular adenomas is the presence of on intact ,wall-formed capsule encircling the tumor. o Careful evaluation of the integrity of the capsule is therefore critical in distinguishing follicular adenomas from follicular carcinomas which demonstrate capsular and /or vascular invasion . o Huhle cells are seen both in follicular adenomas and follicular carcinoma (Note -Huhle cells are also seen in hashimoto thyroiditis) Differentiation of follicular adenoma from multinodular goiter Multinodular goiter lacks well formed capsule while follicular adenoma has well formed capsule. o Multinodular goiter produce less compression of the adjacent thyroid parenchyma ,while follicular adenoma comresses the adjacent thyroid. o In multinodular goiter the involved and uninvolved (normal ) thyroid have similar growth pattern , on the other hand growth pattern within the adenoma is distinct from the adjacent non- neoplastic thyroid.",C
"A previously healthy eight year old boy presented to the emergency depament with high grade fever, ahralgia, pruritic erythematous rash and lymphadenopathy. He has completed 8 days out of a 10 day course of cefaclor for an upper respiratory tract infection. Which of the following is the most likely diagnosis",Kawasaki Disease,Type III Hypersensitivity Reaction,Serum sickness Like Illness (SSLI),Henoch schonlein purpura,"Ans. is 'c' i.e., Serum sickness Like Illness SSLI occurs from an abnormal inflammatory reaction that occurs in response to defective metabolism of drug by products generated during pharmacotherapy. Therefore, it is also called serum sickenss like drug reaction (SSLDR). SSLDR is must commonly seen after exposure to cefclor, but other drugs including penicillins, tetracyclines, ciprofloxacin, NSAIDs, sulfonamides, barbiturates, carbamazepine, propranolol, thiouracil and allopurinol, have also been implicated.",C
The burrows in scabies are present in NOT RELATED - DERMATOLOGY,Stratum basale,Stratum granulosum,Stratum corneum,Dermis,"a. The female mite excavates a small burrow in which copulation takes place.b. After copulation, the feilized female enlarges the burrow and begins laying eggs. The burrow is mainly confined to stratum corneum, but it is also inclined downwards into the epidermis.c. About 4050 eggs are laid by each female during a life span of 46 weeks, during which she does not leave the burrow.",C
In multiple myeloma there is proliferation of,Basophils,Eosinophils,Plasma cells,Neutrophils,"Mulple myeloma  Mulple myeloma is a plasma cell neoplasm characterized by involvement of the skeleton at mulple sites,
Plasma cells proliferate abnormally and the proliferated plasma cells infiltrate various organs, parcularly bone marrow,
but can also spread to lymph nodes and extranodal sites like skin,
 The proliferaon and survival of myeloma cells are dependent on several cytokines, IL-6 is parcularly important,
The neoplasc plasma cells secrete abnormally large amounts of immunoglobulin.
 The immunoglobulin secreted by neoplasc plasma cells are quiet different form the immunoglobulin normally present in the blood.
 The normal immunoglobulin consists of two heavy and two lights chains molecules and the producon of both chain is ghtly balanced.
 The immunoglobulin secreted in this condion may be : - Isolated light chain or heavy chain. May be an intact anbody molecule of any heavy chain subclass.
May be an altered anbody or fragment.",C
