Question,A,B,C,D,Explanation,Answer
"A 54 yr old smoker man comes with fever, hemoptysis. weight loss and oligo ahritis. Serial skiagram shows fleeting opacities. What is the diagnosis aEUR'",Allergic Bronchopulmonary aspergillosis,Calung,TB,Wegeners granulomatosis,"Wegner's granulomatosis On first instance, presence of fleeting opacities and hempotysis makes it look like a case of allergic bmnchopulmona n, aspergillosis. But presence of oligoahritis and weight loss cannot be explained by allergic bronchopulmonary aspergillosis. Presence of fever, hemoptysi.s and weight loss suggests T.B. or carcinoma. But these two diseases cannot explain fleeting opacities and oligoahritis The chest X-ray appearance in carcinoma lung is usually a peripheral or central pulmonary mass depending upon the type of Ca. (Fleeting opacities are not associated with lung Ca). Fleeting opacities are not associated with T.B. too Besides allergic bronchopulmonary aspergillosis, the other option that may show presence of fleeting opacities in chest X-ray is 'Wegner's granulomatosis'. Chest X-ray of Wegner granulomatosis. 'Lesions occur in any pa of the respiratory tract and take the form of inflammatory necrosis in the walls of small aeries and granulomatous masses upto several centimetres in diameter are apparent on chest-xray. These are fairly well defined and they often cavtate; the lesion may resolve spontaneously while new masses appear. There is considerable day to day variability and eventual total resolution of these abnormalities occur after t/t with prednisolone and cyclophosphomilase' About oligoahritis and weight loss Both the above mentioned features are seen in wegner's granulomatosis. Wegener's granulomatosis presents with nonspecific constitutional symptoms such as fatigue, myalgia, weight loss and fever. Joint involvement in wegner's granulomatosis take the form of pauci or polyaicular ahritis.",D
A 45-year-old woman presents with a weeping eczematoid lesion of her nipple. Which of the following statement is false concerning her diagnosis and management?,Treatment is with warm compresses and oral antibiotics,Biopsy of the nipple-revealing malignant cells within the milk ducts is invariably associated with an underlying invasive carcinoma,The appropriate treatment is mastectomy,The lesion always represents a high-risk disease with a significant risk of subsequent metastatic disease,"Paget's disease is characterized by weeping, eczematoid lesion of the nipple. There is often accompanying edema and inflammation. Biopsy of the nipple reveals malignant cells within the milk ducts. The lesion is invariably associated with an underlying invasive or in situ ductal carcinoma. The prognosis of Paget's disease is that of the underlying cancer. Standard treatment is mastectomy with axillary lymph node dissection only if invasive cancer is present.",A
A 45 year old female presents with symptoms of acute Cholecystitis. On USG there is a solitary gallstone of size 1.5cm. Symptoms are controlled with medical management. Which of the following is the next most appropriate step in the management of this patient?,Regular follow up,IV Antibiotics,Laparoscopy cholecystectomy immediately,Open cholecystectomy immediately,"Cholecystectomy is the definite line of treatment for patients with acute cholecystitis. Early cholecystectomy performed within 2-3 days of presentation is preferred over interval or delayed cholecystectomy. Ref: Bailey and Love's Sho Practice of Surgery, 25th Edition, Page 1121; Sabiston Textbook of Surgery, 18th Edition, Pages 1558-59; Schwaz Principles of Surgery, 8th Edition, Page 1199; Harrison's Internal Medicine, 17th Edition, Page 1195; Mastery of Surgery By Josef E. Fischer, Volume 1, Page 1117",C
Best way to diagnose lower small intestine obstruction?,Pain abdomen,Multiple air fluid levels,Profuse bilious vomiting,Feculent vomiting,"Ans. (b) Multiple air fluid levelsRef: Bailey 26th edition, Page 1189* Two views are allowed to diagnose Small intestinal obstruction:# Supine abdominal film# Erect abdominal film* Bailey and Love says:'Erect films are no more advised, only supine films are enough to diagnose obstruction. In cases of doubt -- erect films are taken'Author's note: But we practically depend more on erect film -- if more than 5 air fluid levels are seen we confirm obstruction.* Findings:# Supine film: Gas filled bowel loops# Erect film: Stepladder pattern of air fluid levels# Air fluid levels appear late.# Number of air fluid levels is directly proportional to the degree of obstruction and distance of obstruction, more distal obstruction has more fluid levels.",B
Brittle bone disease is ?,Osteogenesis imperfecta,Osteopetrosis,Pagets disease,Osteoporosis,Ans. A:Osteogenesis imperfecta Osteopetrosis is also known as Marble bone disease or Albers-Schonberg disease. Paget's disease is known as Osteitis deformans. Osteogenesis imperfecta is known as Brittle bone disease. Osteoporosis is known as Fragile bone disease.,A
Which of the following does not causes invasive diarrhea?,Salmonella,Aeromonas,Shighella,Bacillus cereus,"Bacillus cereus REF: Harrison 17th ed table 40-2 Organisms causing Invasive diarrhea: Minimal inflammation Rotavirus and Norwalk agent (cause watery diarrhea) Variable inflammation Salmonella, Campylobacter, and Aeromonas species, Vibrio parahaemolyticus (watery or bloody diarrhea) Severe inflammation Shigella species, enteroinvasive E. coli, Entamoeba histolytica",D
Golden hour of fracture femur is?,1 hr after injury,1 hr prior to injury,1 hr after reaching the hospital,1 hr after surgical procedure,"Ans. is 'a' i.e., 1 hr after injury Golden Hour It is the first hour from the time of trauma. It is the most critical for life and for the limb bility following fracture femur. Best prognosis is for the patients with fracture femur are for those who reach the OR in the golden hour. The emergency medical team should not take more than 10 minutes from the time of trauma in patients with fracture femur to decide and sta shifting the patient. This is described as 'Platinum Ten'. Thus, Golden hour -1 hour from the time of injury. Platinum hour - ten minutes from the time of injury.",A
Massive blood transfusion is defined as -,350 ml in 5 min,500 ml in 5 min,1 Litre in 5 min,Whole blood volume,"Massive Blood Transfusion is defined as-
According to Sabiston- .

transfusion greater than patient's total blood volume in 24 hrs
or as acute administration of more than 10 units of blood over a few hours.

According to Schwartz-
Massive transfusion is a single transfusion of 2500 ml or 5000 ml transfused over a period of 24hrs.",D
A 50-year female has 2º deep burn involving 45% total body surface area (TBSA). Regarding her management which of the following statement (s) is/are true,Give rapid normal saline infusion,9 litre of Ringer's lactate should be given in first 24 hr,Urine output should be maintained at 25-30 ml/hr,Half of the calculated fluid should be given in initial 8 hr,"SRBs manual of surgery,4th edition According to parkland regimen, 4ml/%burn/bodyweight/24hours. 
i.e 4*45*50=9000ml. Fluid requirements, first 24hours=9L first 8hours=4.5L 4.5L are infused in the next 16hours Hartmann's solution or ringer lactate is recommended 
Regular assessment of the adequacy of resuscitation should be performed Blood products and colloid may also be given in addition to their requirements.",D
"In setting of contaminated fields in hernia, mesh used is:",Prosthetic,Biologic,Absorbable,None of the above,"The principal advantages of prosthetic meshes are ease of use, relatively low cost, and durability. Biologic meshes are useful in the setting of contaminated or potentially contaminated fields but are very expensive and, based on the most recent evidence, do not offer the durability of permanent prosthetic meshes unless combined with a primary repair Ref: Schwaz's principle of surgery 9th edition, chapter 39.",B
"A patient presents to ER after RTA, what is the best way to differentiate cardiac tamponade from Tension Pneumothorax?",Presence of Breath Sounds,Raised JVP,Tracheal Shift,Increased Heart Rate,"Ans. (a) Presence of Breath SoundsRef: ATLS Guidelines 10th Edition Page 69* Tension pneumothorax, particularly on the left side, can mimic same line cardiac tamponade.* Because of the similarity in their signs like muffled heart sounds, Raised JVP and Dilated neck veins, tension pneumothorax can initially be confused with cardiac tamponade.* The presence of hyperresonance on percussion indicates tension pneumothorax, whereas the presence of bilateral breath sounds indicates cardiac tamponade.",A
"In Video assisted thoracoscopic surgery for better vision, the space in the operative field is created by :",Self retaining retractor,CO2 insufflation,Collapse of ipsilateral lung,Rib spacing,"Video Assisted Thoracoscopic Surgery (VATS) In contrast to most laparoscopic techniques, the working space for VATS is created not by adding an insufflating gas but rather by removing air from the ipsilateral lung parenchyma causing of the ipsilateral lung. Used for pulmonary decoication, pleurodesis, and lung or pleural biospies. Ref: Sabiston 20th edition Pgno: 355",C
Which one of the following anaesthetic agents causes a rise in the Intracranial pressure:,Sevoflurane,Thiopentone sodium,Lignocaine,Propofol,"Intracranial pressure is increased at high inspired concentration of sevoflurane but this effect is minimal over the 0.5-1MAC range. Ref: Textbook of Anaesthesia By Aitkinhead, 4th Edition, Page 159; Clinical Anesthesiology By Morgan, 3rd Edition, Pages 138, 558",A
