Question,A,B,C,D,Explanation,Answer
A patient is experiencing respiratory acidosis due to brain trauma. Which of the following lab values correlates with this acid imbalance?,Potassium level of 6.0,Potassium level of 2.5,Potassium level of 5.0,Potassium level of 3.5,Respiratory alkalosis - intracellular shift Na+ K+ PO4 2- inside Respiratory acidosis - shift of Na+ K+ PO4 2- outside Therefore K+ | ans. is (A),A
"In Thyrotoxicosis,f1-blockers do not control:",Anxiety,Tremors,Tachycardia,Oxygen consumption,Answer is D (Oxygen consumption): Betablockers do not correct the underlying metabolic abnormalities (i.e. does not affect the oxygen consumptionQ). This is why propanolol should only be used as an adjunctive therapy.,D
"Human milk as compared to cow's milk is: March 2011,March 2013 (b)",Rich in lactose,Rich in Vitamin D,Rich in minerals,Rich in proteins,"Ans. A: Rich in lactose Lactose content of human milk is 7.4g/100 gm whereas that of cows milk is 4.4 g/100 grams Human milk The initial milk produced is often referred to as colostrum, which is high in the immunoglobulin IgA, which coats the gastrointestinal tract. This helps to protect the newborn until its own immune system is functioning properly, and creates a mild laxative effect, expelling meconium and helping to prevent the build up of bilirubin (a contributory factor in jaundice). During the first few days after delivery, the breasts produce colostrum. This is a thin yellowish fluid that is the same fluid that leaks from the breasts during pregnancy. It is rich in protein and antibodies that provide passive immunity to the baby (the baby's immune system is not fully developed at bih). Colostrum also helps the newborn's digestive system to grow and function properly. After 3 to 4 days, breasts will begin producing milk that is thin, watery, and sweet. This quenches the baby's thirst and provides the proteins, sugar, and minerals that the baby needs. Foremilk, the milk released at the beginning of a feed, is watery, low in fat, and high in carbohydrates relative to the creamier hindmilk, which is released as the feed progresses. The breast can never be truly 'emptied,' since milk production is a continuous biological process. The level of Immunoglobilin A (IgA) in breast milk remains high from day 10 until at least 7.5 months post-paum. Human milk contains 1.1% protein, 3.4% fat, 7.4% carbohydrates, and 0.1% ash (minerals). Carbohydrates are mainly lactose. The fat fraction contains specific triglycerides of palmitic and oleic acid (0-P-0 triglycerides), and also quite a large quantity of lipids with trans bonds. They are vaccenic acid, and Conjugated linoleic acid (CLA) accounting for up to 6% of the human milk fat. The principal proteins are casein (homologous to bovine beta-casein), alpha-lactalbumin, lactoferrin, IgA, lysozyme, and serum albumin. In an acidic environment such as the stomach, alpha-lactalbumin unfolds into a different form and binds oleic acid to form a complex called HAMLET. Non-protein nitrogen-containing compounds, making up 25% of the milk's nitrogen, include urea, uric acid, creatine, creatinine, amino acids, and nucleotides. It is now universally recognized that there is no commercial formula that can equal breast milk. In addition to the appropriate amounts of carbohydrate, protein, and fat, breast milk provides vitamins, minerals, digestive enzymes, and hormones - all of the things that a growing infant will require. Breast milk also contains antibodies and lymphocytes from the mother that help the baby resist infections. The immune function of breast milk is individualized, as the mother, through her touching and taking care of the baby, comes into contact with pathogens that colonize the baby, and, as a consequence, her body makes the appropriate antibodies and immune cells. This is the reason why breast milk contains very little iron, as iron is an essential precursor to the activation of micro bacteria and gut flora; providing iron in the milk would lead to infection. However, the internal iron supplies of the infant, held in the hepatic cells of the liver, are exhausted at 4-6 months, hence this is the time that complimentary feeding is introduced, as to prevent anemia (recommended by WHO). Whole cow's milk It does not contain sufficient vitamin E, iron, or essential fatty acids, which can make infants fed on cow's milk anemic. Whole cow's milk also contains excessive amounts of protein (3.2 g/ 100 gram), sodium, and potassium, which may put a strain on an infant's immature kidneys. In addition, the proteins and fats in whole cow's milk are more difficult for an infant to digest and absorb than the ones in breast milk. A significant minority of infants are allergic to one or more of the constituents of cow's milk, most often the cow's milk proteins. These problems can also affect infant formulas derived from cow's milk.",A
The most probable cause of death is:,Strangulation,Hanging,Mugging,Bansdola,"Ans. (B). HangingThe photograph shows ligature mark in the neck.On dissection, the tissue under skin is pale, white & glistening.This appearance of ligature mark is seen in hangingQ.Ligature mark in hanging: Oblique, located above the thyroidal cartilage and incomplete. Base is paleQ, white, hard & parchment like.",B
Tietze's syndrome usually develops at costal cailage -,First and Second ribs,Second to fifth ribs,Sixth to Eighth,All seven ribs,Answer- B. Second to fifth ribsTietze syndrome is characterized by mild to severe localized pain and tenderness in one or more of the upper four ribs.The second or third ribs are most oftm affected,B
Specific antibody associated with primary biliary cirrhosis is:,Anti-myosin,Anti-nuclear,Anti-mitochondrial,Anti-endomysial,"Ans. C: Anti-mitochondrial Primary biliary cirrhosis is strongly associated with the presence of anti-mitochondrial antibodies (AMA), which are diagnostic PBC: Associated with CREST syndrome, sicca syndrome, auto-immune thyroiditis, type I DM and IgA deficiency IgG AMA is detected in more than 90% of patients with PBC 90% of women are between 35 - 60 years Earliest symptom is pruritis Eventually hepatocellular failure and poal hypeension develops Lab findings: - Increased serum alkaline phosphatase - Increased serum 5-nucleotidase activity - Increased gamma-glutamyl transpeptidase - Serum bilirubin is usually normal - Aminotransferase levels minimally increased - Treatment: Ursodiol",C
Decreased fractional excreion of sodium is caused by -,Prerenal azotemia,Coical ischemia,Glomerulonephritis,Renal tubular acidosis,"FeNa(fractional excretion of sodium) is - <1% in prenal azotemia Early in the course of sepsis associated AKI. Rhabdomyolysis ,hemolysis associated AKI Contrast nephropathy >1% in Ischemia associated AKI in the late course of sepsis associated AKI Tubular injury or ATN. Ref:Harrison 20 th edition pg no 2105 tab -304.1",A
Features of diabetic nonproliferative retinopathy are all except-,Neovascularisation,Soft exudates,Microaneurysms,IRMA,"Diabetic retinopathy is classified into two stages: nonproliferative and proliferative. Nonproliferative diabetic retinopathy usually appears late in the first decade or early in the second decade of the disease and is marked by retinal vascular microaneurysms, blot hemorrhages, and cotton-wool spots (soft exudate). Mild nonproliferative retinopathy may progress to more extensive disease, characterized by changes in venous vessel caliber, intraretinal microvascular abnormalities, and more numerous microaneurysms and hemorrhages.The appearance of neovascularization in response to retinal hypox- emia is the hallmark of proliferative diabetic retinopathy. Reference : page 2424 Harrison's Principles of Internal Medicine 19th edition",A
The following CXR shows,Metastasis to lungs,Pneumothorax,Pneumatocele,Bronchial adenoma,"Ans. (a) Metastasis to lungs* Metastatic malignant neoplasms are the most common form of secondary lung tumors. Lung metastases are identified in 30-55% of all cancer patients, though prevalence varies based on the type of primary cancer.* Chest radiography (CXR) is the initial imaging modality used in the detection of suspected pulmonary metastasis in patients with known malignancies. Chest CT scanning without contrast is more sensitive than CXR* The most common radiographic pattern of pulmonary metastasis is the presence of multiple nodules, ranging in size from 3 mm to 15 cm or more.* The nodules are more common in the lung bases (owing to higher blood flow than upper lobes) and in the outer third of the lungs in the subpleural region.* They are approximately spherical and of varying sizes. Nodules of same size are believed to originate at the same time, in a single shower of emboli from the primary tumor. Nodules that are smaller than 2 cm are usually round and have smooth margins. Larger nodules are lobulated and have irregular margins; they may become confluent with adjacent nodules, resulting in a conglomerate multinodular mass.",A
Which of the following tests shall not be useful for diagnosis of patients of Ocular M.Gravis?,MRI Brain,Spirometry,Anti MUSK antibody titer,Ice pack test,Patients of ocular myasthenia gravis will have ocular symptoms in form of diplopia and ptosis. Hence CNS causes of oculomotor nerve compression must be ruled out using MRI head. Spirometry would not be useful as chest muscle weakness is a feature of generalised M. Gravis. Anti- MUSK antibody is found in cases of ocular MG. Ice pack test is a non- invasive test for diagnosis where application of ice pack to eyes reduces the ptosis and weakness.,B
The concept of social medicine was first introduced by,Neumann and Virchow,Robe Grotjahn,John Ryle,Rene Sand,The seeds that medicine is a social science were sown in 19th century by pioneers such as Neumann and Virchow Ref : Park's Textbook of Preventive and Social Medicine; 23rd edition,A
Maximum calcium is seen in -,Jowar,Bajara,Ragi,None.,"<p> Calcium:- The amount of calcium in blood is usually 10 mg/dl. Functions: 1. Formation of bones and teeth, coagulation of blood, comtraction of muscles, cardiac action , relay of electrical and chemical messages. 2. Keeping cell membrane intact, metabolism of enzymes and hormones. Sources: Natural sources includemilk, milk products, egg and fish. A litre if cow&;s milk provides 1200 mg of calcium and human milk about 300 mg. Most cereals are generous providers of calcium and millet ragi is rich in calcium. Rice is very deficient in calcium. The cheapest dietary source is green leafy vegetable . The limiting factor in its absorption is the presence of oxalic acid which forms an insoluble compound with calcium. {Reference: Park&;s textbook of community medicine 23 rd edition, pg no. 622}",C
